evaluation_date,agent_name,team_manager,campaign,channel,call_reason,coaching_status,tenure_bucket,shift,qa_evaluator,qa_score,aht_seconds,csat_score,nps_score,compliance_score,resolution_rate,target_met,critical_error_flag
2025-10-24,Agent_047,Team D,Sales,Voice,Technical Troubleshooting,Not Coached,0-3 months,Mid,Evaluator 3,61.5,702.0,3.85,30,81.3,62.3,Not Met,Yes
2025-08-02,Agent_104,Team E,Tech Support,Email,Complaint,Coached,7-12 months,Morning,Evaluator 3,71.9,517.0,3.91,22,85.6,77.0,Not Met,Yes
2025-09-24,Agent_113,Team A,Retail Support,Email,Cancellation,Coached,0-3 months,Mid,Evaluator 3,85.6,527.0,4.39,43,91.9,79.6,Met,No
2025-09-14,Agent_076,Team B,Claims,Chat,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 2,86.2,594.0,3.89,27,93.4,80.4,Met,No
2025-10-29,Agent_091,Team E,Tech Support,Voice,Policy Question,Coached,7-12 months,Morning,Evaluator 4,75.5,789.0,4.19,42,83.6,79.6,Not Met,Yes
2025-04-11,Agent_072,Team D,Tech Support,Chat,Cancellation,Not Coached,7-12 months,Night,Evaluator 2,81.1,604.0,3.85,34,88.7,77.8,Not Met,No
2025-12-12,Agent_089,Team F,Billing,Email,Billing Issue,Not Coached,12+ months,Mid,Evaluator 3,91.5,312.0,4.0,32,92.9,83.5,Met,No
2025-04-20,Agent_046,Team E,Banking Support,Chat,Order Status,Not Coached,0-3 months,Mid,Evaluator 4,66.6,549.0,3.61,13,81.9,77.7,Not Met,Yes
2025-07-01,Agent_068,Team F,Claims,Voice,Upsell Inquiry,,0-3 months,Morning,Evaluator 1,72.3,712.0,3.59,22,82.0,70.3,Not Met,Yes
2025-11-09,Agent_033,Team E,Sales,Voice,Billing Issue,Coached,12+ months,Night,Evaluator 4,87.1,694.0,3.82,37,97.9,76.5,Met,No
2025-01-01,Agent_001,Team B,Tech Support,Chat,Refund Request,Coached,4-6 months,Mid,Evaluator 3,79.1,505.0,4.01,37,88.9,80.3,Not Met,No
2025-11-15,Agent_019,Team A,Sales,Voice,Complaint,Coached,0-3 months,Night,Evaluator 4,67.3,619.0,4.23,39,85.8,71.2,Not Met,Yes
2025-02-24,Agent_031,Team E,Tech Support,Voice,Order Status,Coached,7-12 months,Morning,Evaluator 1,82.8,732.0,4.01,44,88.6,74.8,Not Met,No
2025-05-29,Agent_080,Team D,Sales,Voice,Account Access,Not Coached,7-12 months,Night,Evaluator 1,82.5,631.0,3.94,31,90.7,85.5,Not Met,No
2025-11-05,Agent_014,Team A,Claims,Chat,Cancellation,Not Coached,0-3 months,Night,Evaluator 4,63.3,535.0,4.72,44,82.1,80.6,Not Met,Yes
2025-05-17,Agent_053,Team C,Banking Support,Email,Account Access,Not Coached,4-6 months,Night,Evaluator 1,87.4,504.0,3.93,35,86.8,73.0,Met,No
2025-07-21,Agent_048,Team F,Claims,Voice,Billing Issue,Coached,0-3 months,Morning,Evaluator 2,72.9,699.0,3.83,33,90.4,81.4,Not Met,Yes
2025-11-09,Agent_069,Team D,Billing,Email,Technical Troubleshooting,Not Coached,4-6 months,Morning,Evaluator 4,91.3,483.0,3.82,29,88.2,81.3,Met,No
2025-04-27,Agent_105,Team C,Retail Support,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 1,77.0,729.0,3.85,22,83.5,76.4,Not Met,Yes
2025-06-03,Agent_090,Team C,Banking Support,Chat,Complaint,Coached,12+ months,Morning,Evaluator 1,84.7,603.0,4.06,45,92.2,77.1,Not Met,No
2025-10-18,Agent_062,Team B,Claims,Chat,Billing Issue,Not Coached,7-12 months,Night,Evaluator 4,84.1,470.0,3.87,31,91.9,82.7,Not Met,No
2025-03-04,Agent_092,Team C,Billing,Chat,Escalation,Not Coached,0-3 months,Morning,Evaluator 2,63.2,610.0,3.72,15,81.9,72.7,Not Met,Yes
2025-09-01,Agent_066,Team C,Retail Support,Email,Order Status,Coached,12+ months,Morning,Evaluator 4,90.4,451.0,4.22,39,88.7,80.9,Met,No
2025-01-25,Agent_114,Team A,Billing,Voice,Cancellation,Coached,7-12 months,Morning,Evaluator 1,97.8,716.0,3.87,41,100.0,75.7,Met,No
2025-03-31,Agent_064,Team E,Tech Support,Email,Technical Troubleshooting,Coached,0-3 months,Morning,Evaluator 4,64.5,570.0,3.73,25,81.9,77.4,Not Met,Yes
2025-03-16,Agent_070,Team C,Tech Support,Voice,Technical Troubleshooting,Not Coached,12+ months,Morning,Evaluator 1,73.3,774.0,3.94,34,84.3,76.2,Not Met,Yes
2025-10-21,Agent_063,Team E,Sales,Chat,Account Access,Coached,12+ months,Night,Evaluator 3,82.3,418.0,3.87,22,90.1,80.5,Not Met,No
2025-07-29,Agent_073,Team F,Banking Support,Chat,Account Access,Not Coached,12+ months,Mid,Evaluator 4,88.2,458.0,3.9,39,92.9,74.6,Met,No
2025-12-13,Agent_033,Team B,Tech Support,Chat,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 4,98.2,537.0,4.16,31,93.1,79.5,Met,No
2025-01-17,Agent_041,Team D,Billing,Voice,Refund Request,Coached,4-6 months,Mid,Evaluator 1,76.8,755.0,4.07,38,82.2,70.5,Not Met,Yes
2025-05-08,Agent_089,Team C,Banking Support,Email,Escalation,Coached,4-6 months,Morning,Evaluator 1,81.8,535.0,4.07,40,85.9,74.7,Not Met,No
2025-12-30,Agent_048,Team F,Tech Support,Voice,Account Access,Coached,7-12 months,Morning,Evaluator 1,82.8,723.0,3.86,31,94.6,74.3,Not Met,No
2025-09-08,Agent_013,Team B,Sales,Voice,Account Access,Coached,4-6 months,Mid,Evaluator 1,94.7,584.0,3.97,25,91.6,72.6,Met,No
2025-06-28,Agent_073,Team E,Claims,Chat,Order Status,Not Coached,4-6 months,Mid,Evaluator 4,68.3,591.0,4.09,23,80.5,67.5,Not Met,Yes
2025-07-01,Agent_117,Team D,Sales,Voice,Upsell Inquiry,Not Coached,12+ months,Mid,Evaluator 1,84.6,646.0,4.19,51,96.4,78.5,Not Met,No
2025-06-01,Agent_077,Team B,Retail Support,Chat,Account Access,Not Coached,12+ months,Mid,Evaluator 4,97.2,513.0,4.12,32,94.7,80.0,Met,No
2025-01-25,Agent_031,Team A,Tech Support,Voice,Cancellation,Not Coached,7-12 months,Morning,Evaluator 2,75.3,813.0,3.78,37,90.0,73.1,Not Met,No
2025-06-29,Agent_105,Team D,Retail Support,Voice,Order Status,Not Coached,12+ months,Night,Evaluator 4,89.2,648.0,4.0,36,95.0,79.3,Met,No
2025-07-17,Agent_075,Team E,Retail Support,Chat,Refund Request,Not Coached,12+ months,Night,Evaluator 1,89.4,609.0,3.74,18,95.1,73.3,Met,No
2025-12-10,Agent_068,Team B,Billing,Voice,Billing Issue,Not Coached,7-12 months,Night,Evaluator 1,77.8,711.0,3.85,27,86.5,75.9,Not Met,No
2025-06-10,Agent_098,Team D,Banking Support,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 2,94.3,749.0,3.78,44,93.1,78.8,Met,No
2025-06-26,Agent_102,Team C,Billing,Chat,Billing Issue,Coached,4-6 months,Night,Evaluator 4,84.3,502.0,4.01,61,94.8,76.3,Not Met,No
2025-10-12,Agent_110,Team E,Tech Support,Voice,Technical Troubleshooting,Coached,4-6 months,Night,Evaluator 2,64.9,787.0,3.62,20,88.6,78.1,Not Met,Yes
2025-03-04,Agent_004,Team B,Retail Support,Chat,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 4,72.2,428.0,4.26,38,85.5,78.7,Not Met,Yes
2025-05-30,Agent_102,Team F,Claims,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 1,79.2,719.0,4.05,21,89.9,70.0,Not Met,No
2025-06-03,Agent_019,Team B,Retail Support,Chat,Upsell Inquiry,Not Coached,4-6 months,Mid,Evaluator 4,76.7,553.0,3.92,21,93.3,80.0,Not Met,No
